unit,unit_type,district,class,class_label,sub_class,sub_class_label,order,order_label,book_page,total,earners_males,earners_females,partly_agriculturists_males,partly_agriculturists_females,dependants_and_working_dependants
Bethlehem,subdistrict,Jerusalem,A,Production of raw materials,II,Extraction of minerals,5,"Salt, etc.",326,0,0,0,0,0,0
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,6,Textiles,327,12,1,6,0,1,5
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,7,"Hides, skins and hard material from the animal kingdom",331,462,111,53,1,0,298
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,8,Wood,333,238,66,0,0,0,172
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,9,Metals,334,129,36,0,0,0,93
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,10,Ceramics,337,744,159,24,0,0,561
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,11,Chemical products properly so called and analogous,339,16,2,0,0,0,14
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,12,Food industries,341,293,56,1,2,0,236
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,13,Industries of dress and the toilet,345,378,71,56,1,0,251
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,14,Furniture industries,347,7,2,0,0,0,5
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,15,Building industries,348,1754,441,2,6,0,1311
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,16,Construction of means of transport,350,13,3,0,0,0,10
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,17,Production and transmission of physical forces,352,7,1,0,0,0,6
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,18,Industries of luxury and those pertaining to literature and the arts and sciences,352,67,12,6,0,0,49
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,19,Industries concerned with refuse matter,356,3,1,0,0,0,2
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,20,Other industries,356,1,1,0,0,0,0
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,IV,Transport,21,Transport by water,357,0,0,0,0,0,0
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,IV,Transport,22,Transport by road,359,557,158,3,0,0,396
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,IV,Transport,23,Transport by rail,360,9,1,0,0,0,8
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,39,9,1,0,0,29
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,29,5,0,0,0,24
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,18,6,1,0,0,11
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,190,39,11,2,0,140
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,28,"Trade in skins, leather and furs",364,0,0,0,0,0,0
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,29,Trade in wood,365,4,1,0,0,0,3
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,30,Trade in metals,365,8,1,1,0,0,6
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,31,Trade in pottery,366,4,0,2,0,0,2
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,32,Trade in chemical products,367,1,0,1,0,0,0
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,33,"Hotels, cafés, restaurants",367,117,24,1,0,0,92
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,34,Other trade in foodstuffs,368,594,118,17,3,0,459
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,35,Trade in clothing and toilet articles,372,35,9,0,0,0,26
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,36,Trade in furniture,373,4,0,1,0,0,3
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,37,Trade in building materials,374,31,6,0,0,0,25
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,38,Trade in means of transport,375,15,2,0,0,0,13
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,39,Trade in fuel,375,0,0,0,0,0,0
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,40,Trade in articles of luxury and those pertaining to letters and arts and sciences,376,62,15,1,0,0,46
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,41,Trade in refuse matter,377,1,1,0,0,0,0
Bethlehem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,42,Trade in other sorts,378,21,6,0,0,0,15
Bethlehem,subdistrict,Jerusalem,C,Public administration and liberal arts,VI,Public force,43,Army and air force,380,0,0,0,0,0,0
Bethlehem,subdistrict,Jerusalem,C,Public administration and liberal arts,VI,Public force,44,Navy,381,0,0,0,0,0,0
Bethlehem,subdistrict,Jerusalem,C,Public administration and liberal arts,VI,Public force,45,Police,381,95,29,4,0,0,62
Bethlehem,subdistrict,Jerusalem,C,Public administration and liberal arts,VII,Public administration,46,Public administration,382,176,44,1,0,0,131
Bethlehem,subdistrict,Jerusalem,C,Public administration and liberal arts,VIII,Professions and liberal arts,47,Religion,384,294,110,1,0,0,183
Bethlehem,subdistrict,Jerusalem,C,Public administration and liberal arts,VIII,Professions and liberal arts,48,Law,386,28,7,0,0,0,21
Bethlehem,subdistrict,Jerusalem,C,Public administration and liberal arts,VIII,Professions and liberal arts,49,Medicine,387,83,14,14,0,0,55
Bethlehem,subdistrict,Jerusalem,C,Public administration and liberal arts,VIII,Professions and liberal arts,50,Instruction,388,214,53,24,1,0,137
Bethlehem,subdistrict,Jerusalem,C,Public administration and liberal arts,VIII,Professions and liberal arts,51,Letters and arts and sciences,389,57,14,0,1,0,43
Bethlehem,subdistrict,Jerusalem,C,Public administration and liberal arts,VIII,Professions and liberal arts,52,Other professional occupations,390,9,0,0,0,0,9
Bethlehem,subdistrict,Jerusalem,C,Public administration and liberal arts,IX,Persons living on their income,53,Persons living principally on their income,391,2703,129,45,3,1,2529
Bethlehem,subdistrict,Jerusalem,D,Miscellaneous,X,Domestic service,54,Domestic service,392,396,105,107,0,0,184
Bethlehem,subdistrict,Jerusalem,D,Miscellaneous,XI,Insufficiently described occupations,55,General terms not indicating the precise occupation,393,1057,311,17,6,0,729
Bethlehem,subdistrict,Jerusalem,D,Miscellaneous,XII,Unproductive,56,"Inmates of jails, asylums and hospitals",395,97,0,0,0,0,97
Bethlehem,subdistrict,Jerusalem,D,Miscellaneous,XII,Unproductive,57,"Beggars, vagrants, prostitutes, persons supported by charity",395,434,7,7,0,0,420
Bethlehem,subdistrict,Jerusalem,D,Miscellaneous,XII,Unproductive,58,Persons without any occupation,396,0,0,0,0,0,0
Jerusalem,subdistrict,Jerusalem,,,,,0,TOTAL ALL CLASSES,315,132661,34075,7206,407,11,91380
Jerusalem,subdistrict,Jerusalem,A,Production of raw materials,I,Exploitation of the surface of the earth,1,Pasture and agriculture,315,28142,6481,516,63,2,21145
Jerusalem,subdistrict,Jerusalem,A,Production of raw materials,I,Exploitation of the surface of the earth,1a,Pasture and agriculture — (a) Ordinary cultivation,315,26590,5923,430,49,2,20237
Jerusalem,subdistrict,Jerusalem,A,Production of raw materials,I,Exploitation of the surface of the earth,1b,Pasture and agriculture — (b) Growers of special products and market gardening,317,745,225,48,10,0,472
Jerusalem,subdistrict,Jerusalem,A,Production of raw materials,I,Exploitation of the surface of the earth,1c,Pasture and agriculture — (c) Forestry,318,58,21,0,1,0,37
Jerusalem,subdistrict,Jerusalem,A,Production of raw materials,I,Exploitation of the surface of the earth,1d,Pasture and agriculture — (d) Raising of farm stock and stud service,319,696,297,8,3,0,391
Jerusalem,subdistrict,Jerusalem,A,Production of raw materials,I,Exploitation of the surface of the earth,1e,Pasture and agriculture — (e) Raising of small animals,321,53,15,30,0,0,8
Jerusalem,subdistrict,Jerusalem,A,Production of raw materials,I,Exploitation of the surface of the earth,1f,Pasture and agriculture — (f) Agricultural machines service,322,0,0,0,0,0,0
Jerusalem,subdistrict,Jerusalem,A,Production of raw materials,I,Exploitation of the surface of the earth,2,Fishing and hunting,323,36,8,0,0,0,28
Jerusalem,subdistrict,Jerusalem,A,Production of raw materials,I,Exploitation of the surface of the earth,2a,Nomads,324,0,0,0,0,0,0
Jerusalem,subdistrict,Jerusalem,A,Production of raw materials,II,Extraction of minerals,3,Mines,324,3,0,0,0,0,3
Jerusalem,subdistrict,Jerusalem,A,Production of raw materials,II,Extraction of minerals,4,Quarries of hard rocks,325,1638,439,4,92,0,1195
Jerusalem,subdistrict,Jerusalem,A,Production of raw materials,II,Extraction of minerals,5,"Salt, etc.",326,13,3,0,0,0,10
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,6,Textiles,327,210,41,36,0,0,133
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,7,"Hides, skins and hard material from the animal kingdom",331,127,33,4,0,0,90
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,8,Wood,333,3075,953,11,3,0,2111
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,9,Metals,334,1849,597,9,1,0,1243
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,10,Ceramics,337,401,136,26,3,0,239
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,11,Chemical products properly so called and analogous,339,221,68,5,0,0,148
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,12,Food industries,341,3652,913,78,2,0,2661
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,13,Industries of dress and the toilet,345,7352,1593,1468,0,0,4291
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,14,Furniture industries,347,409,106,3,0,0,300
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,15,Building industries,348,12040,3881,36,135,0,8123
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,16,Construction of means of transport,350,231,84,2,0,0,145
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,17,Production and transmission of physical forces,352,444,193,3,0,0,248
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,18,Industries of luxury and those pertaining to literature and the arts and sciences,352,2229,687,56,1,0,1486
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,19,Industries concerned with refuse matter,356,467,136,1,0,0,330
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,III,Industry,20,Other industries,356,75,23,0,0,0,52
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,IV,Transport,21,Transport by water,357,65,18,2,0,0,45
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,IV,Transport,22,Transport by road,359,5636,1653,31,24,0,3952
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,IV,Transport,23,Transport by rail,360,336,107,0,2,0,229
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,IV,Transport,24,"Post office, telegraph and telephone",361,816,261,43,0,0,512
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,25,"Banks, establishments of credit, exchange and insurance",362,985,307,45,0,0,633
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,26,"Brokerage, commission and export",363,1109,296,13,1,0,800
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,27,Trade in textiles,363,1589,366,19,2,0,1204
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,28,"Trade in skins, leather and furs",364,180,35,2,0,0,143
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,29,Trade in wood,365,40,11,0,0,0,29
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,30,Trade in metals,365,117,36,2,0,0,79
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,31,Trade in pottery,366,58,12,13,0,0,33
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,32,Trade in chemical products,367,314,77,9,0,0,228
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,33,"Hotels, cafés, restaurants",367,2845,874,130,2,0,1841
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,34,Other trade in foodstuffs,368,8437,1853,319,18,1,6265
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,35,Trade in clothing and toilet articles,372,1060,255,22,1,0,783
Jerusalem,subdistrict,Jerusalem,B,Preparation and supply of material substances,V,Trade,36,Trade in furniture,373,323,74,6,0,0,243
