date	pub	page_id	disease	term	haifa	dateline	hospital	epidemic_words	soft_term	window	reg_before	reg_after	reg_deaths_before	reg_coverage	surge	days_after_surge	lead_lag
1943-01-21	difaa	difaa19430121-01.1.2	plague	الطاعون	page					…شيون النظافه المتبعه في المطاعم والمقاهي والمتاجر والحوانيت ، وسيقفل كل محل لم تتوفر فيه الشروط الصحيه ويظن انه يوجد فيه خروق او ما يساعد علي نشر مرض الطاعون . دايره الخدمات الاجتماعيه يباشر موظفو الخدمات الاجتماعيه الذين عينوا مءخرا اعمالهم اعتبارا من اول شهر شباط القادم ، وقد خصصت لهم مكاتب في دايره السل…							
1943-01-21	difaa	difaa19430121-01.1.2	malaria	الملاريا	window			y		…نا خيرا ان رييس الاطباء في اللواء الدكتور موري قد اجيز لمده اسبوع. وانه سافر لطبريا ليقضي انجازته، ونذكر اليوم انه ارسلت له رساله تخوله | دراسه مناطق الملاريا والامراض المعديه في قضاء طبريا والحوله ، وعند انتهاء اجازته ، يعرج علي حيفا ، حيث حدث في السنه الماضيه بعض اصابات بالطاعون الدراسه الوسايل التي عملت …	0	0	0	absent			no-register-coverage
1943-01-21	difaa	difaa19430121-01.1.2	plague	بالطاعون	window			y		… رساله تخوله | دراسه مناطق الملاريا والامراض المعديه في قضاء طبريا والحوله ، وعند انتهاء اجازته ، يعرج علي حيفا ، حيث حدث في السنه الماضيه بعض اصابات بالطاعون الدراسه الوسايل التي عملت هناك المكافحه هذا المرض، وامكان تطبيق بعضها في مدينه يافا ، اذا تضاعف المرض وانتشرت الاصابات . اجتماع ملاكين…	0	0	0	absent			no-register-coverage
1943-01-21	difaa	difaa19430121-01.1.2	plague	الطاعون	page			y		…ء وفاه امراه بسبب الطاعون 3…							
1943-01-21	difaa	difaa19430121-01.1.2	plague	الطاعون	page			y		…المنشيه بيافا وقد كانت مصابه وعرض الطاعون. وهذه اول حادثه وفاه بالطاعون منذ عشره ايام…							
1943-01-24	difaa	difaa19430124-01.1.2	plague	الطاعون	page					…حث فيها رجال الوقايه علي مساعده رجال البوليس للقضاء علي كل ما من شانه ان يخل بالنظام ، وتبعه الدكتور ايوب بكلمه حول مرض الطاعون شرح فيها اعراضه وطرق الوقايه منه ، واشار الي الجهود التي تبذلها السلطات المختصه للقضاء علي النقدم هذا المرض الخطر ارسال هدايا القدس - عقدت اليوم لجنه…							
1943-01-24	difaa	difaa19430124-01.1.2	plague	الطاعون	page					…بوشر امس في تنفيذ البرنامج الجديد المكافحه الطاعون ، فقد قامت دايره الصحه بالاشتراك مع دايره البلديه محمله واسعه النطاق في الاحياء الواقعه علي يشاطي، بحر محلتي ارشيد و المسلخ فهدمت منهما نحو ١٥٠ براكه…							
1943-01-24	difaa	difaa19430124-01.1.2	plague	بالطاعون	page			y		…ها علي شاطيء البحر ا وارض البريه و تمكن عمال المكافحه من اصطياد نحو ٦٠ فارا مختلفه الانواع وارسلت الي الاماكن المختصه لفحصها ومعرفه ما اذا كانت مصابه بالطاعون ام لا ، وقد عثر علي ثلاثه فيران في مخزن يقع جهه سراي…							
1943-01-26	difaa	difaa19430126-01.1.3	smallpox	الجدري	window		y	y		…ل البوليس للمحافظه علي النظام. وقد باشرت دايره الصحه في تلقيحهم ضد الامراض الساريه . وقد نقل الي مستشفي الحكومه بحيفا احد حجاج الفوج الاول مصابا بمرض الجدري . واشتبهت دايره الصحه بسبعه اخرين واتخذت لذلك الاحتياطات اللازمه . ويبلغ عدد الذين القحوا ضد الامراض المعديه من الاهلين نحو ثلاثه الاف شخص…	0	0	0	absent			no-register-coverage
1943-02-02	difaa	difaa19430202-01.1.2	plague	الطاعون	page					… بعد الاخري كلما ارتفعت ستشار مر الاسعار بل يجب الطالب من الحكومه ان تعين وحده محدوده للزياده في اسعار المعيشه . ثم درست البلديه شيون التموين ومكافحه الطاعون وقررت زياده النشاط في حل مشاكلها قانون جديد عرف في القدس ان دايره المءن…							
1943-02-02	difaa	difaa19430202-01.1.3	smallpox	بالجدري	page		y	y		…علي انتخاب السياده : شارل و تاجي ، يوسف محفوظ، ادوارد الپاس ، لويس صوالحه ، ميشيل طاشجيان ، شوكت توركمان ليتصلوا بدايره المءن والدواير المختصه مصابون بالجدري من كولكرم جيء بعشره اشخاص مصابين بالجدري من بلده طولكرم حيث وضعوا في مستشفي الحكومه للمعالجه ، فتوفي منهم ثلاثه وبقي سبعه ، وقد فهم ان احدهم ان الذين ادوا فريضه الحج هذا العام…							
1943-02-02	difaa	difaa19430202-01.1.3	plague	الطاعون	window			y		…انتشار الابنيه الكبيره في المدن داخل مناطق البلديات المزدحمه بالعايلات كل منها في غرفه او غرفتين وكذلك تلك البراكات. وقد لفتت التدابير التي اتخذيت ضد الطاعون في كل من حيفا ويافا و تل ابيب انتباه السكان الي الاخطار الناجمه عن مثل هذه الحاله واصبح…	0	0	0	absent			no-register-coverage
1943-02-05	difaa	difaa19430205-01.1.2	smallpox	بالجدري	window		y	y		…عن الاسبوع الماضي ان عدد الاصابات ۱۱ اصابه بينها اصابه واحده بالطاعون وقعت في تل ابيب يوم ٢٦ كانون الثاني و ۹ اصابات بالجدري حادث اصابه مات امين في مستشفي الحكومه في حيفا شخص من المصابين بالجدري من اهالي طولكرم وبذلك يكون عدد الذين ماتوا متاثرين بهذا المرض اربعه اما السنه الباقون فحاله بعضهم لا تزال خطره . وفهم انه لم تقع حوادث جدري بحيفا وان دايره الصحه فيها محتاطه اللامر…	0	0	0	absent			no-register-coverage
1943-02-05	difaa	difaa19430205-01.1.2	plague	بالطاعون	window		y	y		…عن الاسبوع الماضي ان عدد الاصابات ۱۱ اصابه بينها اصابه واحده بالطاعون وقعت في تل ابيب يوم ٢٦ كانون الثاني و ۹ اصابات بالجدري حادث اصابه مات امين في مستشفي الحكومه في حيفا شخص من المصابين بالجدري من اهالي طولكرم وبذلك يك…	0	0	0	absent			no-register-coverage
1943-02-09	difaa	difaa19430209-01.1.2	plague	الطاعون	page					…استمرار الاجراءات المتخذه ضم الطاعون ضروره اهتمام السكان في مختلف الاحياء…							
1943-02-09	difaa	difaa19430209-01.1.2	plague	الطاعون	page			y		…ارشيد ومنطقتي المكابي والمسلخ ووجدت امس بعض الجرذان مصابه و شارع جيولا بتل ابيب ولاحظ احد المسيولين ان سكان محله العجمي لا يهتمون بامر الطاعون لانه لم تقع عندهم اصابات ولهذا يقل اهتمامهم بمحاربه الجرذان مما يكون ذا عواقب سييه اذا ثبت ان الجرذان تنتقل من منطقه الي اخري بسرعه . وكرر احد اطباء …							
